"gender.Female","gender.Male","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service.DSL","internet_service.Fiber optic","internet_service.No","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract.Month-to-month","contract.One year","contract.Two year","paperless_billing","payment_method.Bank transfer (automatic)","payment_method.Credit card (automatic)","payment_method.Electronic check","payment_method.Mailed check","monthly_charges","total_charges","churn_value","cltv","avg_monthly_charge","multiple_services"
1,0,0,1,0,1.53097642170095,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1.48580172212981,2.37838259729878,1,-0.177979168704688,1.48536300488736,1
0,1,0,1,0,-0.46533572086349,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1.3162875152886,-0.0552991108630072,1,-0.512041444044006,1.25754448945498,1
0,1,1,1,0,1.57171748583492,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1.33955417112955,2.32259840921245,1,1.11936647780294,1.37520687200073,1
1,0,0,0,0,-1.28015700354285,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.362354625809648,-0.973896387595032,1,0.408109835877963,0.361114953780352,1
1,0,1,1,0,-0.506076784997458,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.864249630378714,-0.146596364516359,1,-1.76710072658463,1.08496307070829,1
1,0,0,1,0,-1.15793381114095,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1.10190190075413,-0.837667385767754,1,-1.5489030885149,1.03775558482169,1
0,1,0,0,0,-0.0171840153898394,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1.44093031443655,0.507152851182614,1,-1.57342917961576,1.40723698203505,1
0,1,0,0,0,-1.07645168287301,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.52189740871902,-0.803014574584034,1,-1.87789100017818,0.409978842680522,1
1,0,1,1,0,-0.22088933605968,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1.31296370731132,0.257833484658372,1,-0.809737446371702,1.37195022987338,1
0,1,0,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.217768978798029,-0.975815416603933,1,1.12359511419964,0.217007891600189,1
1,0,0,0,0,-0.791264233935235,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.817716318696814,-0.507748800869666,1,-1.83983327260788,0.738902256489618,1
0,1,0,0,0,-1.28015700354285,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.46906356967085,-0.998204088374446,1,-0.662580899766534,-1.46424116716837,0
0,1,0,0,0,-0.546817849131426,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1.1683780602997,-0.155088619325864,1,-0.618603081240851,1.22148555066845,1
1,0,0,0,0,-0.91348742633714,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.538516448605413,-0.646404161213945,1,-1.23090963148304,0.563361761736648,1
1,0,1,1,0,-0.791264233935235,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.177883283070687,-0.60286205473612,1,0.591632655494753,0.189486118451724,1
1,0,0,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.177883283070687,-0.976344803916733,1,1.15996138721126,0.177254219274628,1
1,0,1,1,0,1.44949429343302,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1.05536858907223,1.89635339118941,1,1.31557520660983,1.05987343682635,1
1,0,0,0,0,0.268003433547938,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1.02213050929945,0.62183137781798,1,-1.38229481448491,0.990165852085798,1
1,0,1,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.161264243184294,-0.976565381963733,1,0.287170834932337,0.160690189138977,1
1,0,1,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.814392510719535,-0.967896664716628,1,-1.1285766306829,0.811656573470054,1
1,0,0,0,0,0.145780241146033,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0.75622587111716,0.350630669031325,1,-1.55905181586698,0.68586196682875,1
1,0,1,0,0,-0.709782105667299,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1.04705906912904,-0.377872446795991,1,-1.24190408611446,1.00435145738146,1
1,0,0,0,0,-1.11719274700698,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.678116383651113,-0.797830990479531,1,-0.247328805610572,0.999161394605621,1
1,0,0,0,0,-0.791264233935235,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.987111412965457,-0.810492170377339,1,-1.09728472134732,-1.00987707898582,0
0,1,0,1,0,-1.11719274700698,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.548487872537249,-0.823638621978546,1,-0.492589716619185,0.611563089431392,1
1,0,0,0,1,-1.23941593940889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1.50230164944364,-0.991476457940942,1,-1.31801954125507,-1.5528587283941,0
1,0,0,1,0,-0.628299977399362,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.68642590359431,-0.366909717860085,1,-0.618603081240851,0.682067396526432,1
0,1,0,1,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.206135650877555,-0.975969821236833,1,-0.164447532235247,0.205413070505234,1
0,1,1,0,0,-0.954228490471108,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.673130671685195,-0.677968879739663,1,0.586558291818713,0.601109345968003,1
0,1,0,0,1,-1.28015700354285,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.677997271078549,-0.98770457333724,1,-0.282849351342853,-0.675793332711389,1
0,1,1,1,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.182868995036604,-0.976278630502633,1,0.474076563666487,0.182223428315323,1
1,0,0,1,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.483673616980316,-0.972286167851931,1,-0.769142536963379,0.482032373770602,1
1,0,0,0,0,-0.954228490471108,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0.864249630378714,-0.650065756794147,1,-1.54213727028018,0.83392599176354,1
0,1,0,1,0,-0.506076784997458,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.187854707002522,-0.35837334744118,1,0.314234107871218,0.289806804046375,1
0,1,1,0,0,1.53097642170095,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,-0.649744903271681,0.432840107148272,1,1.20309347845761,-0.60175211800503,0
1,0,0,0,0,-1.19867487527492,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.365678433786926,-0.898635157958589,1,0.90793465796793,0.573134539516682,1
0,1,1,0,0,-0.506076784997458,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.21610707480939,-0.394437858125701,1,-0.606762899330091,0.15439585768743,1
0,1,1,1,0,-0.46533572086349,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.142983299309261,-0.356696954283979,1,-0.463834989121623,0.179778261961965,1
1,0,0,1,0,-0.628299977399362,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.77949252695811,-0.362917255209383,1,-0.304838260605695,0.699703216847332,1
1,0,0,0,0,-1.23941593940889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.172897571104769,-0.939772963724112,1,-1.24613272251116,0.388445603504176,1
1,0,0,0,0,-0.46533572086349,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1.08195905289046,-0.0722615626773168,1,-0.0680346223904821,1.1968885886249,1
0,1,0,1,1,-1.11719274700698,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1.29290174687509,-0.947735831220817,1,-1.94470345524604,-1.25222158143204,0
0,1,0,0,0,-0.343112528461585,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,-0.304068873634708,-0.389430736458798,1,-0.232951441861791,-0.213449841550036,1
1,0,0,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.161264243184294,-0.976565381963733,1,-1.67745363497459,0.160690189138977,1
1,0,0,0,0,-0.91348742633714,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1.18998281215202,-0.539578213051784,1,-0.338667351779296,1.36555774120622,1
1,0,1,0,0,-1.28015700354285,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.704706847469342,-0.969352479826829,1,0.809830293564485,0.702333974574758,1
1,0,0,0,0,0.838378331423493,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1.40104461870921,1.54501667792761,1,0.971364203918433,1.46959235161292,1
0,1,0,0,0,-1.19867487527492,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,-1.16992085171578,-0.972242052242531,1,-1.41020381470313,-1.26933774590554,0
0,1,1,1,0,0.553190882485715,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,-0.162807034600368,0.235290408254959,1,-0.330210078985896,-0.118197666079752,0
1,0,0,1,0,0.67541407488762,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1.02379241328809,1.10297827173935,1,1.12528656875832,1.0873631648708,1
0,1,0,0,0,-0.872746362203172,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,-0.771063894442349,-0.799683846074332,1,-1.08459881215722,-0.729400557514041,0
0,1,0,0,0,0.512449818351747,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1.19829233209521,1.08378798165034,1,0.419950017788724,1.34280980648659,1
0,1,0,1,1,0.186521305280002,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.817597206124249,-0.368144954923286,1,-0.654969354252473,-0.849491810890646,0
0,1,0,1,0,0.67541407488762,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.654849727810163,0.869761102646122,1,0.200906652439652,0.729951959515221,1
1,0,1,0,0,-0.750523169801267,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.470378385071202,-0.521204061736673,1,0.677896837987438,0.460617449095225,1
0,1,0,0,0,-1.28015700354285,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.48235880157997,-0.998380550812046,1,0.859728203045547,-1.47749239127689,0
1,0,1,0,0,0.593931946619684,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.678116383651113,0.743811037809049,1,0.219512652585133,0.65112645162348,1
0,1,1,1,0,-0.791264233935235,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.10356380474277,-0.461206832952639,1,-0.581391080949889,1.00774920715287,1
0,1,0,1,0,-1.11719274700698,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0.985568621549383,-0.787552053489325,1,0.15100874295859,1.15353815546989,1
0,1,1,0,0,-1.19867487527492,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.33623036315227,-0.877393492032477,1,1.31811238844785,1.10483990687107,1
1,0,1,1,0,-0.261630400193649,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0.965625773685711,0.0433433917554494,1,-1.53114281564876,0.887787404285834,1
1,0,1,1,0,-0.994969554605076,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.63823068792377,-0.736686755851096,1,0.35313756272086,0.393414812544871,1
1,0,0,1,0,-0.954228490471108,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,-0.53341162406693,-0.812212679143939,1,-0.0358969857755604,-0.518987180760561,0
0,1,0,0,0,-1.28015700354285,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0.666483055730638,-0.96985980933493,1,-1.11250781237544,0.664236705262761,1
0,1,0,0,0,-0.832005298069203,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.270830793861922,-0.718400835754786,1,-1.14887408538706,-0.338853353035359,1
1,0,0,0,0,0.390226625949843,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0.302526082218634,0.387003988981646,1,-1.37637472352953,0.346246764825256,1
1,0,0,1,0,0.0235570487441288,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-1.33943505855699,-0.680704047522464,1,0.670285292473377,-1.40350639000431,0
1,0,0,0,0,-0.0579250795238076,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.834335358583207,0.230989136338457,1,-2.00475009207919,0.852906351743352,1
0,1,1,1,0,-0.587558913265394,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.457083153162088,-0.379681186781392,1,-0.744616445862518,0.471633843741,1
0,1,0,1,0,0.390226625949843,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1.15175902041331,0.818234070866892,1,0.188220743249552,1.11726292947281,1
0,1,1,0,0,-1.15793381114095,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1.31616840271604,-0.962073404275825,1,0.247421652803355,-1.29777266430508,0
1,0,0,0,0,-0.832005298069203,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0.307511794184551,-0.622317038481531,1,-0.21349971443697,0.262420940888766,1
1,0,1,0,0,-0.709782105667299,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.325673625487019,-0.67329262514326,1,-1.04400390274889,-0.474595579997017,1
0,1,0,1,0,-1.03571061873904,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0.829349646617289,-0.738716073883498,1,-0.502738443971265,0.734515518838308,1
0,1,0,1,0,-0.750523169801267,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.676454479662474,-0.504726881625764,1,0.125636924578388,0.54899838131902,1
0,1,1,1,0,-1.19867487527492,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.9905543335153,-0.883966717833081,1,-1.16917154009122,0.940303874190275,1
0,1,0,0,0,-0.669041041533331,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0.978921005594825,-0.352947127484977,1,-1.33155117772451,0.924395503580827,1
0,1,0,1,0,1.32727110103111,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.254330866548094,1.04578238415222,1,0.0114637418674822,0.225213457298158,1
1,0,0,0,0,0.390226625949843,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1.34287797910683,0.934125776760758,1,-1.76287209018793,1.3244710588364,1
0,1,0,1,0,-1.07645168287301,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.600006896185067,-0.804249811647235,1,0.0478300148791041,0.394519081220581,1
0,1,1,1,0,0.838378331423493,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.29800657141357,1.41266984972753,1,1.23353966051385,1.28207502932254,1
1,0,0,1,0,-1.11719274700698,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.624935456014656,-0.828976610715949,1,0.138322833768489,0.531393183574842,1
0,1,0,0,0,1.44949429343302,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1.45090173836838,2.15868686248666,1,0.0444471057617439,1.34957345212531,1
1,0,0,1,0,-1.19867487527492,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0.887516286219664,-0.90011303087349,1,1.05255402273508,0.536141538880395,1
0,1,0,1,0,-0.832005298069203,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.533530736639495,-0.625052206264333,1,-0.0807205315805827,0.24530477641526,1
1,0,0,0,0,0.430967690083811,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,-0.523440200135095,-0.0913636215475278,1,-0.302301078767675,-0.547133191657729,0
0,1,1,1,0,1.44949429343302,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.34620178708411,2.21299317765809,1,1.59212802695403,1.40954498476351,1
0,1,1,0,0,-0.302371464327617,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.80275918279906,0.00348493866252643,1,-0.442691807138122,0.88944125898707,1
0,1,1,1,0,1.36801216516508,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1.53067312982307,2.29773926331554,1,-0.101863713564084,1.61373208726591,1
1,0,0,1,0,1.53097642170095,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1.6420206970619,2.4001536505377,1,1.30711793381643,1.50871828737863,1
0,1,1,1,0,-0.22088933605968,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.940578101283557,-0.552018814902591,1,0.137477106489149,-0.880451127276319,0
1,0,0,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.197826130934358,-0.976080110260333,1,-0.370804988394218,0.197131055437409,1
0,1,0,0,0,-1.19867487527492,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,-0.819259110112889,-0.949610744620318,1,0.260953289272795,-0.702847915266285,0
0,1,1,1,0,-0.139407207791744,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.985568621549383,0.163381964932918,1,-1.8339131816525,0.884709658102803,1
1,0,0,1,0,0.145780241146033,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1.08195905289046,0.518181753532621,1,0.120562560902348,1.03536300269098,1
0,1,0,0,0,-1.28015700354285,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,-0.648082999283042,-0.98730753285264,1,0.467310745431766,-0.645978078467218,0
0,1,0,0,0,-1.23941593940889,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1.00218766143578,-0.928722003569406,1,0.0774304696560057,0.803374558402228,1
1,0,0,0,1,-0.832005298069203,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.673011559112631,-0.79527228513433,1,-0.202505259805549,-0.819900394891551,1
0,1,0,1,0,-1.28015700354285,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1.37433504231841,-0.996946793506545,1,0.0977279243601668,-1.36982619539516,0
0,1,0,0,0,-1.28015700354285,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.1665970437385,-0.994189567919044,1,-0.861326810411444,-1.16277581869952,0
1,0,0,1,0,1.0828247162273,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1.20660185203841,1.65724678824127,1,-0.204196714364229,1.24467962569425,1
1,0,0,0,0,-1.19867487527492,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.470259272498637,-0.940544986888613,1,-1.29011054103685,-0.475920702407869,1
1,0,0,0,0,-1.28015700354285,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.312378393577905,-0.982851856303237,1,-1.78232381761275,-0.311384669727071,1
1,0,1,1,0,-1.28015700354285,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.857602014424157,-0.967323161794428,1,-1.26558444993599,0.854723051822746,1
0,1,1,1,0,-1.23941593940889,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.73295921527621,-0.938317148613912,1,0.678742565266778,0.443106902951823,1
1,0,1,1,0,-0.139407207791744,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1.1384637885042,0.295375868257793,1,-1.03385517539681,1.22649985235016,1
1,0,0,0,0,0.797637267289525,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1.54396836173218,1.60278606843694,1,0.388658108453142,1.62256141032248,1
0,1,0,0,0,-1.23941593940889,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.32234981750974,-0.957286860655922,1,-0.140767168413726,-0.269146392881162,1
0,1,0,1,0,-0.791264233935235,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1.24482564377711,-0.407760772164508,1,-2.02843045590071,1.31647724575812,1
0,1,1,0,0,-0.546817849131426,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1.03376383721992,-0.222960484387803,1,-1.31125372302035,0.95323544157688,1
1,0,1,0,0,0.593931946619684,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1.00551146941305,0.979917779317984,1,0.687199838060178,1.0283634273086,1
1,0,0,0,0,-1.11719274700698,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.363897417225722,-0.892679550689585,1,0.874105566794328,-0.425345197060349,1
0,1,1,1,0,0.797637267289525,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1.30963989933404,1.44921963211545,1,1.05424547729376,1.4007945299294,1
1,0,0,1,0,0.390226625949843,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.483554504407752,-0.0351382773671955,1,0.398806835805223,-0.408520875022566,1
1,0,0,0,0,-0.302371464327617,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.15342092440195,0.0378289405804462,1,1.29443202462633,0.992602038671903,1
1,0,0,0,0,-0.954228490471108,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.206135650877555,-0.710592372890981,1,-1.83137599981448,0.328907117405475,1
1,0,0,0,0,-0.669041041533331,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.9440210218334,-0.313044558782654,1,0.926540658113411,1.11167256930203,1
0,1,0,1,0,-1.11719274700698,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.51061116938683,-0.951684178262119,1,-0.454531989048883,-1.31152080931767,0
0,1,0,0,0,-1.19867487527492,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.49399212950044,-0.978815278043135,1,-1.897342727603,-1.43387377858634,0
1,0,0,1,0,-0.0579250795238076,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1.30963989933404,0.423575829174266,1,0.506214200281409,1.31942424566067,1
0,1,0,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.480349809003038,-0.972330283461331,1,0.956986840169653,0.478719567743473,1
1,0,0,0,0,-1.28015700354285,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-0.661378231192156,-0.98748399529024,1,-1.49646799719582,-0.659229302575738,1
0,1,0,1,0,-0.91348742633714,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.176221379082047,-0.716283286503585,1,-1.64447027108033,0.0386132870392306,1
0,1,0,0,0,-1.15793381114095,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,-1.16825894772714,-0.955014906771821,1,-0.164447532235247,-1.16526042321987,0
0,1,0,0,0,0.430967690083811,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.433816497321137,0.477573335079897,1,0.596707019170793,0.446438969479111,1
0,1,0,0,0,-1.15793381114095,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.348940281327969,-0.921134118752602,1,1.21155075125101,-0.529201666010879,1
1,0,1,0,0,-0.872746362203172,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1.00883527739033,-0.567172526731499,1,-0.276929260387473,0.857885275757734,1
0,1,0,1,0,0.593931946619684,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1.53067312982307,1.32015941681568,1,-0.894310174305706,1.57198079931374,1
0,1,0,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.52189740871902,-0.971778838343831,1,-1.41020381470313,0.5201296430826,1
0,1,0,0,0,-1.15793381114095,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.246021346604898,-0.872496659389074,1,1.07116002288056,0.383890495216872,1
0,1,0,0,0,-0.628299977399362,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.442006904691769,-0.610030841263624,1,1.0635484773665,-0.391866369092057,1
0,1,1,0,0,0.430967690083811,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0.822702030662732,0.694136861624621,1,-0.506967080367965,0.824638150576366,1
0,1,0,1,0,-0.46533572086349,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.422183169400662,-0.290413251160441,1,0.804755929888444,0.41680164556973,1
0,1,0,1,0,0.390226625949843,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1.01215908536761,0.739399476869047,1,-1.96753809178822,0.976310920651821,1
0,1,1,0,0,0.553190882485715,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.671468767696556,0.74383309561375,1,-1.94893209164274,0.711984322566833,1
1,0,0,1,0,-1.11719274700698,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.696397327526146,-0.799529441441432,1,-0.671038172559934,0.973652788196719,1
1,0,1,0,0,-1.07645168287301,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1.11187332468597,-0.75997979761431,1,-0.906150356216467,0.948585889258101,1
1,0,1,0,0,-1.28015700354285,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-1.29954936282964,-0.995954192295045,1,-0.259168987521332,-1.29528805978473,0
1,0,0,1,0,-1.03571061873904,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.139659491331983,-0.783669879862123,1,1.07454293199792,0.252265612888932,1
0,1,0,0,0,-1.23941593940889,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.623154439453452,-0.971845011757931,1,0.220358379864473,-0.815759387357639,1
1,0,1,1,0,-1.28015700354285,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.385621281650598,-0.973587578329232,1,-1.67068781673987,0.384304595970263,1
1,0,0,0,0,-1.11719274700698,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1.18665900417474,-0.780537671594721,1,0.658445110562617,1.25888538713263,1
0,1,1,1,1,-0.424594656729521,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.822582918090167,-0.618986309971829,1,-1.97937827369898,-0.821255633720832,0
0,1,0,0,0,-1.28015700354285,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.17123566711613,-0.976433035135533,1,0.562032200717852,0.170628607220368,1
0,1,0,0,0,-1.28015700354285,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.947344829810679,-0.966132040340627,1,-1.54213727028018,0.94416881455526,1
