"gender.Female","gender.Male","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service.DSL","internet_service.Fiber optic","internet_service.No","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract.Month-to-month","contract.One year","contract.Two year","paperless_billing","payment_method.Bank transfer (automatic)","payment_method.Credit card (automatic)","payment_method.Electronic check","payment_method.Mailed check","monthly_charges","total_charges","churn_value","cltv","avg_monthly_charge","multiple_services"
1,0,1,0,1,7,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,76.45,503.6,1,4419,71.9428571428572,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,29.95,29.95,1,4534,29.95,0
0,1,0,0,1,8,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,84.5,662.65,1,2152,82.83125,1
1,0,0,0,1,13,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,79.25,1111.65,1,5142,85.5115384615385,1
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.8,24.8,1,4851,24.8,0
0,1,0,1,1,6,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,91,531,1,2283,88.5,1
0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,79.9,79.9,1,3394,79.9,1
1,0,0,0,1,19,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,106.6,1934.45,1,3764,101.813157894737,1
0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,46,84.5,1,2667,42.25,1
1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,70.15,268.35,1,2227,67.0875,1
0,1,0,1,0,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,50.05,179.35,1,3394,44.8375,1
1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,55.2,55.2,1,3638,55.2,1
0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,84.6,84.6,1,2484,84.6,1
0,1,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,54.4,114.1,1,2556,57.05,1
1,0,1,0,1,11,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,95,1120.3,1,5980,101.845454545455,1
0,1,1,0,0,15,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,74.4,1074.3,1,4616,71.62,1
0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,48.55,48.55,1,5687,48.55,1
1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,70.4,147.15,1,5687,73.575,1
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,40.2,40.2,1,5828,40.2,0
1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,44.6,80.55,1,4884,40.275,1
0,1,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,41.15,132.2,1,2314,44.0666666666667,0
0,1,1,0,0,13,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,106.9,1364.3,1,2494,104.946153846154,1
0,1,0,0,0,59,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.35,1099.6,1,5084,18.6372881355932,0
1,0,1,0,0,16,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,94.45,1511.2,1,3810,94.45,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.8,24.8,1,5087,24.8,0
0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70.6,70.6,1,3338,70.6,1
0,1,0,1,0,5,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,85.4,401.1,1,3676,80.22,1
1,0,0,1,0,52,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,105.05,5624.85,1,4839,108.170192307692,1
0,1,0,1,0,18,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,95.15,1779.95,1,4643,98.8861111111111,1
0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,70,70,1,4094,70,1
0,1,1,0,0,8,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,74.5,606.55,1,4345,75.81875,1
0,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,44.85,435.4,1,4061,43.54,1
0,1,1,0,0,24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,76.1,1712.7,1,2018,71.3625,1
1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,73.6,73.6,1,2565,73.6,1
1,0,1,0,0,4,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,95.45,396.1,1,3677,99.025,1
0,1,1,1,0,32,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,74.9,2303.35,1,4105,71.9796875,1
0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,80.6,415.55,1,5715,83.11,1
1,0,0,1,0,38,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,80.3,3058.65,1,2071,80.4907894736842,1
0,1,1,1,0,24,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,93.15,2231.05,1,2212,92.9604166666667,1
1,0,1,0,0,54,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,82.45,4350.1,1,4149,80.5574074074074,1
1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,70.35,139.05,1,2671,69.525,1
1,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,73.85,511.25,1,2473,73.0357142857143,1
1,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,80.6,155.8,1,2683,77.9,1
0,1,0,1,0,68,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,75.8,5293.95,1,4903,77.8522058823529,1
1,0,0,0,0,43,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,104.6,4759.85,1,5250,110.694186046512,1
0,1,0,1,0,63,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,103.4,6603,1,4352,104.809523809524,1
1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,90.4,168.2,1,4157,84.1,1
0,1,0,1,0,4,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,84.8,371.9,1,4939,92.975,1
1,0,1,0,0,21,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,41.9,840.1,1,4778,40.0047619047619,0
1,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,80.25,846,1,3598,84.6,1
0,1,1,1,0,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,30.75,805.1,1,2927,29.8185185185185,0
0,1,0,0,0,5,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,96.5,492.55,1,5383,98.51,1
0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,85.65,181.5,1,3878,90.75,1
1,0,0,1,0,25,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,104.95,2566.5,1,3642,102.66,1
0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,50.65,50.65,1,2431,50.65,1
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,90.85,90.85,1,3424,90.85,1
0,1,1,1,0,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.95,214.75,1,5888,19.5227272727273,0
1,0,1,1,0,55,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,85.45,4874.7,1,5502,88.6309090909091,1
1,0,0,0,0,34,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,73.95,2524.45,1,5795,74.2485294117647,1
0,1,0,1,0,69,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,99.45,7007.6,1,4020,101.559420289855,1
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,19.9,19.9,1,3351,19.9,0
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,19.6,19.6,1,3448,19.6,0
0,1,1,0,0,3,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,81.35,233.7,1,2818,77.9,1
1,0,0,1,0,22,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,83.3,1845.9,1,3804,83.9045454545455,1
1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,75.3,75.3,1,4902,75.3,1
1,0,0,1,0,61,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,19.4,1182.55,1,4221,19.3860655737705,0
0,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,45.4,518.9,1,2887,43.2416666666667,1
1,0,0,0,0,60,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,105.9,6396.45,1,4105,106.6075,1
1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,69.55,69.55,1,2792,69.55,1
1,0,0,1,0,28,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,81.05,2227.1,1,5201,79.5392857142857,1
0,1,0,1,0,4,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,101.15,385.9,1,4417,96.475,1
0,1,0,0,0,7,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,99.8,673.25,1,2031,96.1785714285714,1
1,0,0,1,0,13,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,55.95,734.35,1,4498,56.4884615384615,1
0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,55,55,1,4877,55,1
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,74.7,74.7,1,5980,74.7,1
0,1,0,0,0,24,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,80.25,1861.5,1,4418,77.5625,1
0,1,0,0,0,5,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,96.1,453.4,1,4192,90.68,1
1,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69,994.8,1,5671,66.32,1
1,0,0,1,0,48,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,45.3,2145,1,4926,44.6875,0
1,0,0,1,0,8,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,83.55,680.05,1,2879,85.00625,1
0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,74.35,74.35,1,2814,74.35,1
1,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,74.4,139.4,1,4263,69.7,1
0,1,0,0,0,22,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,43.75,903.6,1,3099,41.0727272727273,0
1,0,1,0,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28.45,131.05,1,4099,26.21,0
1,0,0,0,0,12,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,99.7,1238.45,1,2538,103.204166666667,1
1,0,1,0,0,20,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,94.1,1782.4,1,2666,89.12,1
0,1,0,1,0,2,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,94.2,167.5,1,3715,83.75,1
1,0,0,1,0,6,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,80.5,502.85,1,5032,83.8083333333333,1
1,0,1,1,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,74.35,334.8,1,5273,66.96,1
0,1,0,0,0,40,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,104.8,4131.95,1,3492,103.29875,1
1,0,1,1,0,27,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,75.2,1929.35,1,4517,71.4574074074074,1
1,0,0,0,0,23,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,75.6,1758.6,1,2115,76.4608695652174,1
0,1,0,1,0,34,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,100.05,3480,1,2568,102.352941176471,1
1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,85,85,1,5679,85,1
0,1,0,0,0,10,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,86.05,834.1,1,2966,83.41,1
0,1,0,0,0,13,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,45.55,597,1,4856,45.9230769230769,0
0,1,0,1,0,39,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,86.3,3266,1,3364,83.7435897435897,1
0,1,0,0,0,32,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,80.35,2596.15,1,5974,81.1296875,1
1,0,0,0,0,35,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,100.25,3527.6,1,2744,100.788571428571,1
0,1,0,1,0,56,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,100.3,5614.45,1,5170,100.258035714286,1
1,0,0,1,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,233.55,1,3535,19.4625,0
1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,75.3,75.3,1,3244,75.3,1
1,0,1,0,0,4,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,89.2,346.2,1,5808,86.55,1
1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,85.7,85.7,1,4880,85.7,1
1,0,0,0,0,12,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,61.65,713.75,1,5670,59.4791666666667,1
1,0,1,1,0,65,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,105.25,6786.4,1,4196,104.406153846154,1
0,1,0,1,0,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,29.95,248.95,1,2573,27.6611111111111,0
1,0,0,1,0,9,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,65,663.05,1,3983,73.6722222222222,1
1,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,137.6,1,4479,19.6571428571429,0
0,1,1,1,0,49,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,90.05,4547.25,1,5059,92.8010204081633,1
0,1,1,1,0,43,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,110.75,4687.9,1,2728,109.020930232558,1
1,0,0,1,0,65,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,105.5,6985.65,1,5720,107.471538461538,1
0,1,1,1,0,56,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,104.55,5794.65,1,6268,103.475892857143,1
0,1,0,1,0,10,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,85.25,855.3,1,3573,85.53,1
1,0,0,1,0,43,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,56.15,2499.3,1,2152,58.1232558139535,1
0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,89.55,89.55,1,4996,89.55,1
0,1,1,1,0,20,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,94.55,1899.65,1,5604,94.9825,1
0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,45.7,45.7,1,2295,45.7,1
1,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,89.5,161.5,1,2065,80.75,1
1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,69.55,222.3,1,2876,74.1,1
1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,74.6,74.6,1,3860,74.6,1
1,0,1,0,0,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19.65,164.3,1,5432,20.5375,0
0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19.85,35.9,1,2362,17.95,0
1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.25,96.05,1,2038,24.0125,0
1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69.65,145.15,1,2323,72.575,1
1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45.65,191.05,1,2864,47.7625,1
1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,75.05,75.05,1,4838,75.05,1
0,1,1,0,0,52,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,49.15,2550.9,1,5597,49.0557692307692,0
1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,34.7,62.25,1,3146,31.125,0
0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80,80,1,2046,80,1
0,1,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,49.25,91.1,1,3475,45.55,1
1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,75.1,270.7,1,4965,90.2333333333333,1
0,1,0,1,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,50.15,168.15,1,3273,56.05,1
1,0,0,0,0,25,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,79.85,2015.35,1,4535,80.614,1
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.55,19.55,1,3556,19.55,0
1,0,0,1,0,4,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,85.95,381.3,1,5640,95.325,1
0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,45.35,141.5,1,2450,47.1666666666667,1
0,1,1,1,0,33,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,94.5,3105.55,1,4333,94.1075757575758,1
1,0,1,0,0,30,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,91.7,2758.15,1,2482,91.9383333333333,1
1,0,0,0,0,45,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,87.25,3941.7,1,5269,87.5933333333333,1
0,1,0,0,0,10,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,98.55,1008.55,1,3658,100.855,1
0,1,1,0,0,20,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,98.55,1842.8,1,5444,92.14,1
1,0,0,0,0,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,85.9,1269.55,1,3579,84.6366666666667,1
1,0,0,0,0,22,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,89.25,1907.85,1,3161,86.7204545454545,1
0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,70.3,208.85,1,3038,69.6166666666667,1
0,1,0,0,0,15,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,93.35,1444.65,1,5264,96.31,1
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.9,19.9,1,4248,19.9,0
1,0,0,1,0,5,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,88.9,454.15,1,4356,90.83,1
